,Formation,1,2,3,4,5,6,7,8,9,10,11
109,352,"[420.5, 453.75]","[265.25, 429.5]","[544.0, 312.5]","[371.25, 306.0]","[539.5, 268.25]","[256.5, 268.0]","[65.0, 243.75]","[406.0, 242.5]","[372.75, 210.25]","[270.0, 91.5]","[418.5, 47.5]"
110,352,"[421.25, 455.0]","[267.75, 425.25]","[546.5, 306.0]","[383.75, 306.25]","[540.25, 262.0]","[268.75, 262.25]","[65.0, 243.75]","[419.5, 240.5]","[393.5, 203.75]","[271.75, 80.5]","[426.0, 60.5]"
111,352,"[420.5, 455.75]","[268.75, 419.25]","[396.75, 306.25]","[546.75, 298.25]","[276.0, 251.0]","[542.0, 248.5]","[65.0, 243.75]","[411.0, 193.75]","[415.25, 193.25]","[437.25, 76.25]","[270.5, 69.75]"
112,352,"[438.0, 449.25]","[288.75, 404.25]","[385.75, 290.0]","[568.5, 283.0]","[78.5, 251.0]","[498.0, 237.75]","[291.5, 226.0]","[573.0, 196.5]","[446.75, 167.5]","[522.5, 97.25]","[290.75, 50.25]"
113,352,"[590.75, 462.0]","[378.0, 452.5]","[502.0, 344.5]","[504.0, 348.25]","[357.5, 282.25]","[421.25, 260.75]","[94.25, 250.75]","[563.75, 240.0]","[568.0, 198.0]","[378.0, 97.5]","[535.25, 62.25]"
114,352,"[661.5, 462.25]","[402.5, 441.5]","[534.25, 372.75]","[534.25, 377.0]","[557.0, 330.5]","[362.0, 291.25]","[445.0, 264.0]","[100.5, 251.25]","[575.25, 249.5]","[380.0, 100.25]","[543.5, 64.75]"
115,352,"[668.75, 462.5]","[413.75, 433.0]","[534.75, 391.75]","[533.25, 396.75]","[576.0, 324.25]","[364.5, 291.75]","[446.5, 265.5]","[587.0, 270.75]","[100.5, 251.25]","[384.75, 102.25]","[559.75, 69.25]"
116,352,"[609.0, 491.5]","[559.25, 469.5]","[562.25, 472.5]","[447.0, 450.25]","[595.25, 350.0]","[634.5, 324.75]","[367.25, 293.5]","[438.75, 261.75]","[107.5, 251.5]","[407.75, 108.0]","[627.0, 84.75]"
117,352,"[443.5, 460.75]","[563.0, 459.75]","[627.75, 402.75]","[626.0, 405.75]","[639.5, 333.0]","[610.25, 298.5]","[393.5, 294.5]","[125.75, 251.25]","[499.25, 236.75]","[416.0, 109.5]","[647.5, 100.5]"
118,352,"[722.25, 481.25]","[431.0, 468.75]","[660.5, 433.0]","[552.75, 401.0]","[694.25, 328.0]","[413.5, 288.25]","[660.5, 277.5]","[152.0, 251.75]","[556.25, 226.25]","[706.25, 134.5]","[453.75, 120.5]"
119,352,"[777.75, 489.75]","[782.0, 488.75]","[464.75, 453.0]","[664.5, 376.25]","[556.75, 371.75]","[757.0, 297.25]","[413.5, 288.25]","[723.5, 261.25]","[152.5, 251.25]","[751.75, 176.25]","[510.0, 130.5]"
120,352,"[765.25, 486.5]","[762.25, 489.0]","[530.5, 408.25]","[560.0, 360.5]","[648.75, 314.0]","[808.75, 305.75]","[413.5, 288.25]","[781.5, 250.25]","[152.5, 251.25]","[812.25, 203.0]","[524.25, 129.5]"
121,352,"[670.25, 488.75]","[501.0, 421.0]","[602.25, 383.5]","[786.5, 344.5]","[688.25, 284.0]","[425.0, 285.25]","[768.25, 266.5]","[144.5, 251.0]","[643.25, 235.5]","[789.5, 190.0]","[463.5, 117.5]"
122,352,"[632.75, 489.75]","[480.5, 432.5]","[628.25, 385.5]","[766.5, 358.0]","[419.0, 289.75]","[698.0, 275.25]","[764.75, 261.0]","[130.25, 250.75]","[630.5, 235.25]","[783.0, 181.25]","[449.5, 114.5]"
123,352,"[609.0, 495.5]","[466.0, 441.5]","[641.75, 392.0]","[749.75, 353.0]","[417.25, 292.5]","[709.25, 274.25]","[130.0, 251.0]","[763.75, 247.5]","[619.25, 239.0]","[772.25, 175.0]","[443.0, 113.25]"
124,352,"[635.5, 486.5]","[436.25, 454.5]","[619.5, 366.75]","[724.75, 320.5]","[688.0, 296.0]","[446.25, 286.25]","[581.5, 270.75]","[718.5, 255.25]","[123.5, 251.25]","[752.5, 152.5]","[435.75, 112.75]"
125,352,"[727.0, 455.5]","[425.0, 444.0]","[623.75, 328.75]","[732.75, 320.75]","[658.75, 302.75]","[594.25, 293.75]","[455.0, 288.0]","[117.25, 251.25]","[671.0, 233.75]","[745.0, 132.0]","[429.75, 99.5]"
126,352,"[445.0, 444.0]","[788.25, 424.5]","[593.25, 334.5]","[734.5, 315.25]","[588.5, 277.5]","[699.0, 275.5]","[439.75, 273.75]","[137.5, 251.5]","[676.0, 211.25]","[729.0, 144.5]","[429.75, 85.0]"
127,352,"[552.75, 385.0]","[485.5, 340.25]","[137.5, 251.0]","[450.75, 250.0]","[420.5, 218.5]","[637.5, 208.5]","[750.0, 202.75]","[604.75, 197.75]","[577.5, 147.75]","[470.5, 125.0]","[533.25, 119.75]"
128,352,"[496.25, 384.5]","[396.75, 375.0]","[460.5, 329.75]","[365.5, 320.0]","[616.75, 312.75]","[352.25, 262.25]","[93.0, 251.5]","[579.0, 210.0]","[398.5, 207.75]","[367.25, 177.0]","[427.0, 133.75]"
129,352,"[371.5, 370.5]","[492.75, 368.25]","[594.5, 327.5]","[457.0, 321.75]","[358.0, 314.5]","[339.75, 261.75]","[93.75, 251.25]","[408.75, 213.5]","[569.75, 208.5]","[356.25, 171.75]","[420.5, 131.75]"
130,352,"[481.75, 373.0]","[347.75, 364.75]","[570.0, 327.75]","[445.25, 310.75]","[349.75, 303.5]","[93.75, 251.25]","[338.0, 246.75]","[551.25, 210.0]","[409.25, 204.0]","[351.75, 155.0]","[420.5, 136.5]"
131,352,"[465.0, 374.0]","[340.5, 359.0]","[551.0, 318.25]","[431.25, 298.0]","[342.25, 295.0]","[87.25, 251.25]","[336.5, 229.25]","[541.25, 200.75]","[412.0, 192.75]","[438.0, 148.0]","[347.25, 135.5]"
132,352,"[454.75, 368.75]","[341.0, 355.75]","[528.75, 312.75]","[417.5, 281.75]","[340.5, 276.25]","[85.5, 251.5]","[339.0, 205.75]","[426.75, 194.25]","[527.0, 191.5]","[456.75, 164.5]","[345.75, 115.0]"
133,352,"[348.25, 423.75]","[517.0, 326.75]","[598.0, 311.5]","[509.75, 275.75]","[333.75, 261.0]","[115.25, 250.5]","[593.75, 233.25]","[597.0, 234.75]","[590.25, 201.25]","[459.0, 185.75]","[332.0, 114.0]"
134,352,"[363.75, 421.75]","[555.5, 324.5]","[628.5, 316.25]","[540.75, 280.25]","[354.0, 257.0]","[124.5, 250.75]","[616.5, 236.75]","[623.0, 182.5]","[482.0, 179.0]","[346.5, 99.5]","[451.75, 86.75]"
135,352,"[382.75, 428.0]","[595.25, 321.25]","[657.0, 314.25]","[660.75, 312.75]","[573.0, 271.25]","[378.25, 257.75]","[130.5, 251.25]","[648.5, 237.25]","[659.75, 180.75]","[500.5, 176.75]","[367.75, 88.5]"
136,352,"[330.75, 352.75]","[416.75, 349.5]","[247.75, 339.75]","[329.75, 286.0]","[249.25, 280.25]","[34.75, 251.0]","[245.25, 221.0]","[329.0, 216.75]","[246.25, 162.75]","[328.75, 157.25]","[416.25, 152.75]"
137,352,"[331.0, 352.5]","[416.5, 349.75]","[248.25, 339.25]","[328.75, 285.25]","[249.25, 280.5]","[34.75, 250.5]","[245.0, 221.25]","[329.0, 217.0]","[246.25, 162.75]","[328.25, 156.75]","[416.25, 152.25]"
138,352,"[330.75, 353.5]","[416.5, 350.0]","[249.75, 338.75]","[330.25, 284.75]","[247.5, 279.75]","[34.75, 250.75]","[245.5, 221.25]","[329.25, 217.75]","[246.0, 162.75]","[327.5, 157.25]","[416.75, 151.75]"
139,352,"[328.75, 353.5]","[418.0, 350.25]","[250.0, 339.5]","[332.25, 286.0]","[247.0, 279.25]","[35.0, 250.75]","[247.0, 223.5]","[330.25, 217.5]","[244.75, 163.25]","[328.0, 157.5]","[415.0, 149.0]"
140,352,"[327.75, 352.5]","[417.5, 351.25]","[250.5, 340.0]","[332.5, 287.5]","[247.5, 277.25]","[34.75, 250.5]","[246.75, 226.0]","[330.75, 217.0]","[246.0, 162.75]","[328.25, 157.25]","[415.5, 147.25]"
141,352,"[416.75, 353.25]","[329.0, 352.0]","[252.0, 341.5]","[335.0, 288.0]","[249.5, 277.0]","[39.5, 250.5]","[248.25, 227.75]","[332.75, 217.5]","[246.75, 162.5]","[329.25, 155.75]","[416.25, 147.5]"
142,352,"[330.25, 358.25]","[423.75, 350.25]","[258.25, 343.0]","[347.75, 283.0]","[256.75, 275.75]","[65.0, 250.25]","[255.75, 226.5]","[340.75, 216.75]","[420.0, 168.5]","[253.5, 160.75]","[331.5, 149.75]"
143,352,"[336.25, 366.5]","[439.75, 348.25]","[264.75, 341.25]","[263.0, 272.5]","[356.25, 270.75]","[93.5, 251.0]","[262.25, 224.5]","[347.5, 216.0]","[428.75, 191.75]","[259.75, 157.75]","[340.0, 142.0]"
144,352,"[341.75, 367.25]","[454.5, 344.5]","[269.0, 336.5]","[267.25, 268.25]","[365.75, 258.75]","[100.5, 251.25]","[266.5, 219.5]","[354.5, 211.25]","[433.0, 211.0]","[266.0, 153.75]","[358.75, 132.5]"
145,352,"[348.5, 366.5]","[460.75, 338.25]","[273.25, 331.5]","[270.5, 261.5]","[100.5, 251.25]","[370.25, 248.5]","[270.25, 214.5]","[364.0, 204.75]","[450.25, 201.5]","[271.5, 148.75]","[376.5, 122.75]"
146,352,"[355.0, 364.75]","[464.25, 324.75]","[278.25, 323.0]","[272.5, 255.5]","[100.5, 251.25]","[365.75, 241.25]","[273.75, 208.75]","[369.0, 200.75]","[467.25, 189.75]","[276.0, 144.75]","[388.75, 112.5]"
147,352,"[363.75, 372.0]","[284.75, 321.5]","[472.0, 303.5]","[278.0, 253.75]","[99.75, 251.25]","[355.5, 240.5]","[279.5, 205.25]","[375.25, 199.25]","[469.25, 174.75]","[281.75, 142.0]","[393.25, 107.25]"
148,352,"[366.0, 378.25]","[287.0, 327.5]","[471.25, 279.0]","[281.0, 259.25]","[92.75, 251.25]","[340.25, 240.0]","[282.75, 211.25]","[380.25, 202.25]","[467.0, 178.75]","[287.0, 145.0]","[389.5, 104.25]"
149,352,"[368.25, 383.0]","[289.5, 329.5]","[282.75, 260.25]","[460.5, 255.75]","[91.25, 251.25]","[327.75, 241.25]","[284.75, 210.75]","[389.5, 201.75]","[456.0, 181.25]","[291.0, 141.0]","[388.5, 100.0]"
150,352,"[365.75, 380.75]","[285.25, 324.25]","[281.5, 252.0]","[85.5, 251.25]","[330.25, 240.0]","[447.75, 232.0]","[283.75, 208.0]","[388.5, 197.25]","[441.5, 181.25]","[283.5, 131.75]","[382.5, 97.0]"
151,352,"[355.75, 374.75]","[274.5, 322.0]","[85.5, 251.25]","[264.25, 240.25]","[358.5, 234.5]","[269.25, 198.75]","[475.0, 198.0]","[445.75, 194.25]","[392.0, 192.5]","[264.75, 129.0]","[361.5, 88.75]"
152,352,"[349.25, 376.25]","[274.25, 328.5]","[78.5, 251.5]","[264.25, 240.25]","[365.5, 237.75]","[266.5, 204.75]","[437.5, 202.75]","[476.0, 199.25]","[387.75, 188.0]","[264.5, 135.5]","[346.5, 87.5]"
153,352,"[344.25, 378.75]","[275.5, 333.75]","[66.5, 251.0]","[369.25, 242.5]","[264.25, 238.25]","[426.75, 218.25]","[266.25, 205.75]","[472.25, 194.75]","[380.0, 189.5]","[264.5, 141.5]","[336.75, 90.0]"
154,352,"[339.5, 382.5]","[275.75, 340.75]","[370.25, 261.25]","[66.25, 253.25]","[261.5, 240.5]","[411.5, 235.5]","[266.25, 205.75]","[466.0, 194.5]","[373.5, 193.5]","[262.75, 147.5]","[334.0, 98.0]"
155,352,"[335.0, 387.75]","[277.25, 354.5]","[370.0, 278.25]","[66.0, 256.25]","[411.75, 255.0]","[257.5, 244.0]","[265.5, 208.0]","[368.5, 202.25]","[462.75, 200.5]","[261.0, 142.5]","[336.5, 112.75]"
156,352,"[332.5, 393.5]","[278.25, 372.75]","[369.25, 295.75]","[409.75, 268.25]","[65.0, 258.5]","[253.75, 252.75]","[262.25, 217.75]","[363.0, 214.25]","[460.5, 206.0]","[255.75, 139.75]","[335.5, 129.5]"
157,352,"[328.25, 406.0]","[276.0, 391.75]","[370.25, 313.25]","[404.5, 286.5]","[243.0, 266.25]","[62.5, 259.5]","[256.25, 234.25]","[343.25, 229.5]","[458.0, 211.0]","[332.0, 149.5]","[249.5, 143.25]"
158,352,"[320.0, 417.75]","[264.5, 410.25]","[366.25, 316.5]","[405.25, 300.75]","[241.0, 284.75]","[57.5, 268.5]","[249.5, 251.5]","[326.0, 245.5]","[449.0, 214.5]","[321.25, 157.75]","[246.75, 143.5]"
159,352,"[327.25, 435.5]","[254.0, 434.0]","[355.5, 318.5]","[402.5, 317.25]","[234.75, 301.0]","[41.0, 272.75]","[239.0, 261.5]","[305.5, 251.25]","[440.25, 215.25]","[311.25, 158.25]","[243.75, 138.25]"
160,352,"[346.0, 463.75]","[253.25, 462.0]","[409.75, 341.75]","[333.0, 323.75]","[232.25, 303.25]","[235.0, 268.75]","[27.5, 268.0]","[298.5, 259.0]","[441.0, 215.0]","[309.5, 160.5]","[238.75, 140.75]"
161,352,"[369.75, 486.5]","[242.5, 461.5]","[447.25, 345.25]","[337.5, 333.5]","[222.75, 301.5]","[27.5, 268.0]","[303.5, 248.0]","[233.0, 247.25]","[454.0, 219.25]","[338.75, 175.5]","[269.75, 134.5]"
162,352,"[451.75, 491.5]","[276.25, 475.5]","[517.0, 417.5]","[348.5, 364.25]","[233.0, 295.0]","[56.75, 258.75]","[414.25, 245.75]","[484.5, 231.0]","[317.75, 228.0]","[242.5, 159.5]","[371.0, 98.5]"
163,352,"[462.0, 480.0]","[286.25, 474.25]","[543.5, 432.5]","[362.0, 368.0]","[241.5, 295.0]","[436.0, 259.5]","[83.0, 254.0]","[512.5, 231.0]","[327.5, 220.5]","[255.5, 143.5]","[401.0, 98.0]"
164,352,"[295.75, 474.5]","[474.0, 465.25]","[576.5, 446.25]","[381.5, 369.0]","[256.5, 294.25]","[470.0, 263.5]","[104.25, 251.5]","[550.25, 231.25]","[343.25, 215.25]","[275.5, 134.5]","[432.5, 110.75]"
165,352,"[416.75, 478.75]","[641.0, 426.5]","[587.0, 420.75]","[535.25, 403.75]","[666.25, 355.75]","[393.75, 287.75]","[129.5, 251.25]","[650.75, 223.0]","[499.0, 221.25]","[625.75, 114.25]","[401.75, 113.0]"
166,352,"[657.75, 454.25]","[441.75, 434.75]","[561.0, 416.75]","[592.25, 362.75]","[652.5, 319.0]","[699.25, 308.75]","[430.0, 282.0]","[116.75, 251.5]","[511.0, 244.75]","[675.75, 127.5]","[414.5, 111.25]"
167,352,"[656.75, 446.75]","[438.0, 439.25]","[577.5, 413.5]","[606.0, 349.75]","[705.25, 326.0]","[658.25, 308.0]","[447.0, 292.0]","[514.5, 259.5]","[129.0, 250.75]","[689.25, 135.75]","[414.5, 111.25]"
168,352,"[425.25, 443.75]","[665.25, 400.5]","[558.75, 373.25]","[688.75, 344.5]","[572.75, 303.5]","[758.25, 271.5]","[438.5, 269.5]","[671.5, 264.5]","[152.0, 251.75]","[417.25, 100.75]","[744.75, 89.75]"
169,352,"[425.5, 419.75]","[671.75, 360.5]","[542.75, 338.5]","[750.0, 322.5]","[626.0, 270.5]","[152.5, 251.25]","[717.0, 251.75]","[430.5, 239.75]","[802.0, 237.75]","[420.5, 70.25]","[803.75, 59.25]"
170,352,"[424.5, 401.25]","[811.0, 317.75]","[562.75, 289.25]","[152.5, 251.25]","[707.0, 246.5]","[628.75, 230.75]","[736.25, 222.5]","[427.0, 223.0]","[423.75, 45.25]","[791.25, 25.75]","[788.5, 25.0]"
171,352,"[424.5, 401.25]","[783.0, 327.5]","[568.75, 286.75]","[751.5, 253.25]","[152.5, 251.25]","[710.25, 221.5]","[790.25, 221.5]","[439.25, 215.5]","[661.75, 206.5]","[423.75, 45.25]","[734.5, 17.75]"
172,352,"[424.5, 401.25]","[731.75, 365.0]","[553.75, 283.25]","[747.25, 275.0]","[130.25, 251.25]","[727.5, 215.25]","[428.5, 203.75]","[732.5, 172.75]","[699.75, 149.5]","[423.75, 45.25]","[648.5, 23.25]"
173,352,"[424.5, 401.25]","[718.25, 356.5]","[757.75, 281.5]","[556.75, 279.75]","[137.25, 251.75]","[740.25, 219.0]","[421.75, 203.25]","[721.0, 186.5]","[699.25, 140.75]","[423.75, 45.25]","[664.5, 16.75]"
174,352,"[424.5, 401.25]","[713.75, 359.75]","[749.0, 289.0]","[553.75, 280.0]","[140.75, 251.75]","[732.0, 214.0]","[417.5, 202.75]","[702.25, 134.5]","[423.75, 45.25]","[685.25, 15.5]","[689.75, 17.75]"
175,352,"[424.5, 401.25]","[706.0, 350.5]","[757.5, 282.75]","[561.5, 283.25]","[145.5, 251.0]","[720.0, 228.5]","[748.25, 218.75]","[416.25, 203.25]","[699.5, 142.75]","[423.75, 45.25]","[707.25, 15.5]"
176,352,"[433.0, 347.0]","[782.0, 295.75]","[587.0, 259.75]","[152.5, 251.25]","[465.5, 234.5]","[777.5, 212.75]","[721.0, 185.0]","[545.25, 182.0]","[791.75, 167.5]","[428.25, 137.25]","[767.0, 32.25]"
177,352,"[434.25, 340.5]","[762.0, 301.0]","[570.75, 260.25]","[152.0, 251.75]","[456.75, 227.75]","[761.0, 222.75]","[537.5, 187.0]","[706.25, 178.75]","[771.75, 156.0]","[449.75, 150.75]","[740.0, 38.75]"
178,352,"[433.0, 333.25]","[738.75, 307.25]","[556.25, 262.75]","[135.25, 251.25]","[737.75, 235.75]","[442.25, 224.5]","[544.0, 166.5]","[672.75, 166.0]","[450.25, 164.5]","[747.0, 146.5]","[711.0, 44.75]"
179,352,"[429.25, 328.75]","[718.0, 312.25]","[539.75, 263.0]","[122.25, 251.25]","[714.75, 247.25]","[430.0, 218.75]","[434.0, 176.5]","[637.25, 152.25]","[556.75, 143.0]","[721.5, 137.25]","[685.5, 50.75]"
180,352,"[423.75, 325.25]","[697.75, 317.75]","[522.0, 263.0]","[690.75, 258.25]","[114.5, 251.25]","[422.75, 218.25]","[417.75, 183.75]","[616.0, 134.25]","[692.5, 128.0]","[553.0, 120.75]","[658.25, 55.5]"
181,352,"[416.5, 324.5]","[678.5, 322.25]","[671.5, 266.5]","[508.5, 266.0]","[107.0, 252.0]","[416.5, 218.0]","[404.5, 185.75]","[614.0, 129.0]","[668.0, 120.0]","[537.5, 103.25]","[631.25, 54.5]"
182,352,"[596.75, 337.25]","[383.75, 327.75]","[641.5, 275.75]","[471.5, 268.75]","[69.0, 249.75]","[373.0, 232.0]","[374.0, 182.0]","[600.75, 131.5]","[552.75, 87.25]","[408.75, 80.75]","[516.0, 65.0]"
183,352,"[578.25, 341.25]","[374.25, 329.75]","[626.5, 278.75]","[466.0, 269.0]","[352.5, 237.0]","[54.0, 236.5]","[361.75, 164.75]","[593.25, 125.25]","[525.5, 80.0]","[376.25, 80.25]","[492.5, 70.75]"
184,352,"[557.0, 345.5]","[351.5, 331.75]","[606.0, 282.75]","[459.0, 268.25]","[326.5, 239.0]","[53.0, 216.75]","[339.5, 145.75]","[580.25, 116.5]","[338.25, 80.5]","[462.25, 77.75]","[495.5, 74.25]"
185,352,"[535.75, 348.5]","[324.5, 333.25]","[584.5, 285.25]","[447.25, 267.25]","[306.75, 225.25]","[55.25, 209.75]","[310.0, 129.25]","[564.75, 110.75]","[428.5, 84.25]","[301.5, 78.25]","[465.75, 69.5]"
186,352,"[515.0, 349.75]","[298.5, 331.5]","[563.5, 287.5]","[430.25, 267.0]","[42.25, 217.25]","[285.0, 210.5]","[274.0, 122.5]","[548.0, 110.75]","[391.5, 90.0]","[269.75, 66.5]","[435.0, 65.75]"
187,352,"[493.25, 351.25]","[271.75, 326.5]","[542.5, 288.25]","[408.75, 266.75]","[40.25, 215.0]","[254.25, 203.75]","[236.25, 119.25]","[528.75, 117.0]","[353.75, 95.25]","[413.75, 64.25]","[242.0, 59.75]"
188,352,"[471.25, 351.75]","[245.0, 324.75]","[521.0, 289.5]","[383.5, 266.5]","[34.25, 218.0]","[218.0, 202.0]","[507.25, 120.75]","[197.5, 118.75]","[315.75, 98.75]","[392.25, 62.5]","[212.25, 49.25]"
189,352,"[450.0, 352.75]","[219.25, 329.5]","[500.25, 290.5]","[358.0, 263.75]","[18.25, 226.0]","[188.25, 200.25]","[487.25, 124.0]","[166.25, 118.75]","[277.5, 102.5]","[371.25, 60.75]","[190.25, 36.25]"
190,352,"[321.25, 362.25]","[166.5, 344.5]","[392.25, 295.5]","[227.75, 237.5]","[23.5, 229.0]","[146.5, 225.25]","[158.25, 169.0]","[391.0, 128.25]","[170.0, 98.75]","[280.25, 38.75]","[239.75, 22.25]"
191,352,"[261.5, 362.75]","[156.0, 320.0]","[354.25, 298.5]","[147.25, 254.25]","[34.75, 253.25]","[143.25, 214.5]","[261.5, 204.5]","[368.5, 138.25]","[216.25, 130.75]","[140.0, 105.5]","[270.25, 74.0]"
192,352,"[256.0, 367.5]","[154.75, 332.0]","[350.25, 304.5]","[160.5, 266.5]","[35.0, 256.0]","[142.5, 226.25]","[244.25, 224.0]","[209.0, 156.5]","[364.75, 143.25]","[140.5, 124.0]","[246.75, 83.25]"
193,352,"[246.75, 372.25]","[148.5, 341.5]","[345.75, 308.75]","[172.0, 261.0]","[34.5, 251.25]","[231.25, 239.25]","[141.25, 232.5]","[198.75, 179.5]","[359.75, 148.75]","[141.0, 141.0]","[221.25, 85.25]"
194,352,"[212.75, 384.75]","[327.75, 314.5]","[129.0, 311.5]","[119.25, 252.5]","[35.0, 243.25]","[233.75, 236.75]","[178.0, 231.5]","[199.0, 198.25]","[138.25, 171.75]","[347.75, 154.5]","[166.0, 89.5]"
195,352,"[208.25, 381.5]","[132.5, 312.75]","[327.25, 308.0]","[125.5, 253.0]","[162.25, 239.75]","[32.75, 237.25]","[239.0, 222.25]","[199.5, 192.5]","[145.25, 164.5]","[346.25, 148.75]","[170.5, 84.75]"
196,352,"[202.75, 378.5]","[128.25, 318.0]","[323.75, 303.75]","[119.25, 244.0]","[149.75, 239.0]","[28.75, 233.25]","[230.25, 224.75]","[199.5, 187.5]","[158.5, 153.25]","[342.5, 143.5]","[165.0, 86.0]"
197,352,"[187.75, 368.75]","[143.0, 319.0]","[311.0, 295.0]","[211.0, 262.0]","[33.0, 242.5]","[127.25, 238.25]","[239.5, 183.5]","[131.25, 182.75]","[174.0, 139.0]","[327.75, 134.5]","[137.25, 119.25]"
198,352,"[178.75, 377.0]","[135.5, 331.75]","[306.25, 302.0]","[189.0, 261.25]","[134.25, 259.0]","[34.25, 251.0]","[234.5, 222.0]","[131.0, 205.75]","[324.0, 142.0]","[141.75, 131.25]","[138.75, 101.0]"
199,352,"[181.5, 387.5]","[135.25, 344.5]","[308.0, 307.25]","[132.25, 269.25]","[188.5, 267.25]","[35.25, 258.0]","[234.5, 239.75]","[116.5, 221.5]","[326.0, 146.75]","[137.5, 135.5]","[142.5, 100.25]"
200,352,"[180.25, 401.0]","[134.5, 359.25]","[307.5, 316.25]","[128.75, 282.75]","[185.5, 279.5]","[239.25, 261.0]","[33.75, 259.75]","[110.0, 242.5]","[325.5, 155.5]","[135.75, 141.75]","[148.75, 101.75]"
201,352,"[177.25, 415.5]","[132.5, 374.75]","[296.0, 322.25]","[128.25, 295.75]","[181.0, 294.0]","[235.5, 280.75]","[32.5, 262.5]","[112.25, 257.25]","[324.75, 169.75]","[135.0, 148.25]","[153.75, 106.25]"
202,352,"[178.5, 425.75]","[126.0, 388.25]","[290.75, 331.0]","[129.75, 311.0]","[189.25, 303.5]","[231.25, 292.5]","[112.25, 265.25]","[31.75, 264.5]","[325.25, 179.75]","[135.25, 155.0]","[158.5, 111.25]"
203,352,"[177.75, 431.0]","[118.25, 382.75]","[293.75, 336.25]","[132.5, 323.5]","[204.75, 313.0]","[232.75, 295.5]","[31.5, 266.5]","[119.25, 266.25]","[325.75, 185.75]","[134.25, 161.25]","[163.0, 115.75]"
204,352,"[176.25, 437.25]","[132.75, 374.5]","[296.5, 341.5]","[134.25, 338.25]","[205.25, 322.25]","[232.5, 296.75]","[28.0, 271.5]","[133.5, 266.5]","[324.75, 191.5]","[141.0, 169.0]","[167.75, 121.75]"
205,352,"[152.5, 416.5]","[132.5, 347.5]","[302.25, 344.0]","[130.25, 312.25]","[181.75, 305.5]","[121.0, 280.5]","[36.5, 274.25]","[154.5, 254.5]","[99.5, 247.0]","[324.25, 183.25]","[157.75, 117.5]"
206,352,"[144.75, 414.25]","[292.5, 347.0]","[128.25, 345.25]","[121.5, 311.25]","[172.25, 306.25]","[37.25, 281.5]","[115.25, 272.5]","[86.25, 257.25]","[149.75, 249.0]","[331.5, 186.75]","[150.25, 124.25]"
207,352,"[139.5, 414.5]","[277.5, 351.75]","[119.0, 344.0]","[115.5, 313.5]","[165.5, 307.5]","[37.75, 281.5]","[110.5, 267.5]","[79.5, 261.75]","[147.25, 244.75]","[338.75, 187.75]","[147.25, 129.75]"
208,352,"[267.0, 396.0]","[88.0, 351.0]","[11.5, 313.5]","[260.75, 300.75]","[410.0, 295.75]","[203.25, 267.0]","[332.75, 233.25]","[425.25, 211.75]","[260.75, 209.5]","[186.0, 208.5]","[256.25, 162.25]"
209,352,"[266.75, 396.0]","[88.0, 351.0]","[11.5, 313.5]","[260.75, 300.75]","[410.0, 295.75]","[204.25, 266.5]","[332.5, 233.0]","[425.25, 211.75]","[260.75, 209.5]","[188.0, 208.0]","[256.25, 162.25]"
210,352,"[275.0, 394.5]","[88.0, 351.0]","[11.5, 313.5]","[263.5, 301.0]","[411.25, 295.5]","[211.75, 262.0]","[336.0, 234.5]","[425.25, 211.75]","[262.5, 209.25]","[193.5, 202.5]","[261.25, 160.25]"
211,352,"[307.25, 389.0]","[88.0, 351.0]","[11.5, 313.5]","[277.5, 299.5]","[428.75, 288.75]","[225.0, 254.75]","[354.25, 244.75]","[437.5, 215.5]","[276.5, 204.75]","[207.75, 191.25]","[289.75, 143.0]"
212,352,"[316.5, 387.5]","[88.0, 351.0]","[11.5, 313.5]","[278.75, 299.5]","[435.5, 286.0]","[230.0, 252.5]","[360.75, 248.5]","[437.25, 216.25]","[279.75, 203.75]","[212.5, 188.75]","[304.5, 135.0]"
213,352,"[325.5, 386.75]","[88.0, 351.0]","[11.5, 313.5]","[278.75, 299.5]","[438.0, 284.0]","[230.5, 253.0]","[363.5, 250.0]","[437.25, 216.25]","[279.75, 203.75]","[216.75, 184.75]","[316.25, 129.25]"
214,352,"[331.5, 386.5]","[88.0, 351.0]","[11.75, 313.5]","[278.75, 299.5]","[438.25, 284.5]","[230.5, 253.0]","[363.5, 250.0]","[437.25, 216.25]","[279.75, 203.75]","[216.75, 184.75]","[322.5, 126.25]"
215,352,"[338.25, 411.0]","[105.0, 351.5]","[105.5, 356.25]","[284.25, 324.25]","[445.0, 310.25]","[33.5, 287.0]","[214.25, 263.75]","[446.0, 225.25]","[291.0, 207.75]","[215.5, 159.5]","[348.0, 93.0]"
216,352,"[387.75, 427.5]","[133.5, 401.0]","[259.75, 362.25]","[454.75, 333.5]","[160.25, 330.25]","[341.25, 283.0]","[31.25, 264.25]","[448.5, 228.75]","[269.0, 206.5]","[185.0, 150.75]","[382.75, 112.0]"
217,352,"[396.5, 429.5]","[142.0, 404.0]","[251.5, 372.25]","[160.25, 350.25]","[454.75, 333.0]","[339.0, 288.0]","[29.0, 267.75]","[442.25, 229.25]","[265.75, 208.25]","[184.25, 155.25]","[384.0, 116.0]"
218,352,"[393.75, 432.0]","[184.75, 412.5]","[225.0, 384.25]","[147.5, 349.5]","[451.0, 340.5]","[329.5, 286.25]","[22.5, 275.0]","[437.75, 231.75]","[261.25, 212.25]","[166.25, 140.5]","[405.25, 121.0]"
